user_id,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_24,cat_25,cat_26,cat_27,cat_28,cat_29,cat_30,cat_31,cat_32,cat_33,cat_34,cat_35,cat_36,cat_37,cat_38,cat_39,cat_40,cat_41,cat_42,cat_43,cat_44,cat_45,cat_46,cat_47,cat_48,cat_49,cat_50,cat_51,cat_52,cat_53,cat_54,cat_55,cat_56,cat_57,cat_58,cat_59,cat_60,cat_61,cat_62,cat_63,cat_64,cat_65,cat_66,cat_67,cat_68,cat_69,cat_70,cat_71,cat_72,cat_73,cat_74,cat_75,cat_76,cat_77,cat_78,cat_79,cat_80,cat_81,cat_82,cat_83,cat_84,cat_85,cat_86,cat_87,cat_88,cat_89,cat_90,cat_91,cat_92,cat_93,cat_94,cat_95,cat_96,cat_97,cat_98,cat_99,cat_100,cat_101,cat_102,cat_103,cat_104,cat_105,cat_106,cat_107,cat_108,cat_109,cat_110,cat_111,cat_112,cat_113,cat_114,cat_115,cat_116,cat_117,cat_118,cat_119,cat_120
1,0.6119194927425485,0.07670934187560097,0.9400552275450854,0.7891007857962135,0.5236993425114093,0.1037973160142287,0.7531273650204723,0.6709911590716146,0.9054306276173454,0.8438566956003236,0.5005371187740963,0.8671196630731602,0.6403861676792747,0.04200637032451915,0.06912079655060754,0.7816805928503117,0.6746698403870628,0.07821497098007058,0.5069534572190969,0.2606222830258804,0.4319401935052152,0.07440264967157861,0.5302805615607527,0.8761655116484953,0.5536405989558443,0.42468206453225743,0.5503414129934291,0.29837635401096674,0.7958489788029307,0.34120830146920667,0.6622935575597927,0.7386306646738667,0.96654707219232,0.49326705445310415,0.0005889828459346713,0.2749679933090228,0.5355904437083183,0.21170935900694454,0.312033961334506,0.050093896895824,0.5770388602110597,0.9417825312898856,0.8414465244014646,0.539460234644193,0.8111660669142355,0.36788846218341376,0.40892030236571486,0.691822746199144,0.2607937482020434,0.21801355708541204,0.21517976846331766,0.5205878495668171,0.7279857075993655,0.7101220493092659,0.2654026941912019,0.9252854208125367,0.9255583488070145,0.529034999923841,0.7179721581335847,0.37686294912349827,0.3522221654453864,0.8714192589045924,0.767835769807943,0.5730684488518057,0.8640747412963458,0.6522764969329051,0.7979726932789059,0.10911309268432845,0.11476426353311497,0.7916476672573388,0.5639048022864939,0.426356575645394,0.8530268682786573,0.5412845440148946,0.26406873393252683,0.6974199881505615,0.36993360379201023,0.06060032098050239,0.7905124888635484,0.41677729242261485,0.32147828971227976,0.6099341257975137,0.17027009555501815,0.5815604498630477,0.8100349818994321,0.5888405931205556,0.5847652037655088,0.5327893553586336,0.5403552111440593,0.40765621499966476,0.24558231160251487,0.9797548994558102,0.7628614573483691,0.09619950288391388,0.2470262973789965,0.0884576908640633,0.13861905661694407,0.6997314788008125,0.25465896654922116,0.8072177028575614,0.861355976194501,0.31555038884698283,0.2134864284301652,0.9126099674728934,0.6276582495443329,0.6156850294845351,0.7719220903776762,0.8570031649371028,0.15815873039531536,0.9790270003378121,0.647340279519412,0.14262599603785375,0.3027118120135851,0.20146339955024994,0.6525262476328479,0.19153388919563763,0.28744989629924245,0.64812644755803,0.7933180888347541,0.9208601949850065
2,0.3549301666339779,0.20034206355150075,0.405534826752492,0.6657505394376247,0.7653513993031807,0.8092279472116654,0.5995762118454755,0.9219777823392643,0.4808645852065333,0.6020511771977928,0.03031482497888327,0.7282374653987496,0.7653832700825842,0.8699511517911294,0.7936894727899114,0.8245923253099137,0.25391470532289684,0.767615102456979,0.8822481495090045,0.6593597095866122,0.6254069764762341,0.496166009633359,0.2726281667018261,0.2062715118258558,0.7896605009661046,0.43728460492489585,0.48072589247747366,0.4329458193844511,0.8504778157712645,0.37619338413276426,0.43190811628529724,0.2519091804191953,0.3662802115314635,0.8167198693818583,0.006963110326536848,0.40873407841380216,0.05364963760420283,0.8006939745853672,0.671434951027863,0.4203821234454288,0.5028847579314734,0.8628302431750452,0.7180522774337437,0.8312984039942203,0.7731702578965776,0.7343759226759192,0.8563524691358505,0.0015733277561430503,0.1469699915663475,0.8197767289930369,0.9890778482866107,0.7991891734661148,0.779266814988123,0.6895585567807672,0.18929010598437424,0.00678183518537212,0.9311625450345119,0.6893872769396702,0.8763187705560648,0.8827752903441283,0.5183794034331927,0.9976156307701988,0.9497955670139137,0.6286166647398119,0.10238556057587411,0.7845773292074182,0.13715406315702383,0.3324324022405373,0.4711078942255498,0.22701834146658928,0.8785226886451724,0.9729699891055713,0.20691612839956997,0.9839806046689316,0.2660462996656715,0.22600876008455306,0.003350328972648975,0.008737652655920636,0.6925064505966946,0.5830815339703398,0.23727165518370108,0.6755565157947748,0.6688613418664165,0.17897493641140805,0.6726956561603901,0.08913581624629707,0.3240608986545084,0.7097126154470825,0.7394302165898444,0.4914543054254187,0.1481495508596855,0.8887355005160308,0.003275637134517173,0.17677045318707563,0.16569160724963927,0.30062045860528275,0.852112425217406,0.06704874089196333,0.04499911836180204,0.3528337184167525,0.14029013667933743,0.18430246643559522,0.43322587548450653,0.5837134809154688,0.5322127245605793,0.7460924360359347,0.22174642141808298,0.6544819127104475,0.7720858703778994,0.4812463806268935,0.9918937680542681,0.5527319049234172,0.39113729241662376,0.966448840699434,0.12096920457804516,0.948793262960573,0.6571956400456435,0.48026652964425987,0.9098698526269811,0.5164443237654848
3,0.8754573219095918,0.9141333227895297,0.07402942499322263,0.45378725207413495,0.41852651297802745,0.07527832880770513,0.163131623780975,0.8672487680121713,0.8534403978484638,0.2936647384794102,0.24952141180507925,0.4598648798671403,0.09319516386786231,0.4355270683416469,0.998414399442644,0.3306943631393717,0.06332382328526676,0.6281910325895199,0.5504687658145018,0.754739602986695,0.35722013602284386,0.3714595638561048,0.48832430184686504,0.31693092003531664,0.9567003500645486,0.5355423821637446,0.3934887954668119,0.838092516212627,0.5225188612565272,0.935395212631041,0.13324257625149283,0.23212724591373657,0.08404051406543811,0.5430251308571791,0.8494859979048011,0.7475803298495375,0.005817792612599848,0.07871904584905809,0.5995056266671379,0.5704021851219663,0.46633752127129724,0.5810675805079653,0.47550570547062954,0.18102830875546683,0.7149909919335627,0.4766537953177571,0.9785005139022098,0.7103674500856618,0.11483336305749059,0.6628157265022527,0.2476487256181965,0.1481643171267194,0.7478325933959857,0.37112896950398466,0.7430911531044051,0.11935535035436773,0.6074604208190675,0.34836203797375853,0.6827415337699926,0.011888316423711243,0.7270494082737299,0.26306164576338087,0.13376135644173814,0.8332116387073002,0.54474709978341,0.4033722858828278,0.8025449864255209,0.5698474841043107,0.6273006078311745,0.6326124000917057,0.20414613733577636,0.9320156719044738,0.11003957995524227,0.8300558300560118,0.35449288492873177,0.7689543311758751,0.33628857446578564,0.33067603233149645,0.9902122582565237,0.09775522120532776,0.9497083428808353,0.07039987983687923,0.5871566488190006,0.8174012415032063,0.37622986552946724,0.7095851241775493,0.6173152963189998,0.8081731660586524,0.7786961489187292,0.8300187256700525,0.7144807922694787,0.4159050899382829,0.6049626551444804,0.3668068287158911,0.5356893847520805,0.8811679477442331,0.12593279804361202,0.6846390283222743,0.12746858326576216,0.3123476310213179,0.9511935101203907,0.2142007711367223,0.7405482951609405,0.9618107392488637,0.7539574492591733,0.9513985642486659,0.4821774361098444,0.4062050680300875,0.6804115033738422,0.6372304587683544,0.14469778851177073,0.39962777072682765,0.40720969557854236,0.12846811993381435,0.9058773766526541,0.031557498860675715,0.8939276836514327,0.7761346798484011,0.08696251307874603,0.005561776081562275
4,0.9024914468342624,0.24048930282222358,0.9809351270785903,0.41043750059093764,0.4990208559445438,0.7481792229028817,0.8829270624258353,0.5497293144418376,0.19683033656766658,0.012304329643322065,0.29716692403364064,0.7941623883237621,0.6572703409260346,0.2973884912691075,0.5600541916822822,0.3089701337941759,0.8648307909599684,0.5073955613227064,0.6507147521629912,0.8576571026562273,0.986364848630742,0.3352776763815739,0.1736097164352559,0.276813591616797,0.8637414990261213,0.22529323520288147,0.5276783441022203,0.8499416883589529,0.03432574067143135,0.1689036733088255,0.5683812311116355,0.7383896784333438,0.07585279712932447,0.6602242483617644,0.8504316881555118,0.8848360917202661,0.022400606069584827,0.941356629636457,0.261847290941176,0.7945043833496467,0.06635439344727678,0.44421237652983103,0.7287267940925543,0.43639469209325366,0.5329422714998174,0.7713567999575501,0.07781915606152434,0.7297157336352047,0.21256476579186667,0.49338406089545295,0.36791185791077885,0.7441321940625644,0.6850832349103634,0.5315673655439499,0.7710384611743175,0.0029409189586562245,0.9090816589625833,0.14391433471998238,0.6279858022228025,0.07159336226453494,0.6625366255365387,0.11878936457504563,0.15642885483673474,0.5700892471955563,0.9023012421853369,0.7056904315763469,0.9085413253610299,0.006172660650707984,0.47141482706808624,0.20388151593700898,0.16174203237499463,0.5799464553494915,0.2575007020924993,0.022390539282542532,0.7795410291830425,0.7030781059263992,0.7194283155657002,0.22401809605443967,0.3746507172917989,0.801588432886981,0.6357668046757978,0.12459969758257072,0.46727318111034344,0.9191076341008934,0.5784124095840927,0.21847777504708343,0.9098567866788664,0.1732437080135233,0.40320671927675067,0.9789264071947742,0.4016840865593262,0.6735929453173026,0.15633694056245784,0.9198324960280075,0.6849878179879033,0.2812590306641798,0.35594307625007715,0.27745932181526733,0.40299223412375906,0.9129878726698147,0.0994356368317626,0.7932080154377511,0.4339969625063115,0.2009348202565273,0.6383264323697121,0.0927184273164644,0.3037620166772217,0.28318803100348966,0.11585247703758061,0.7733031130732615,0.12322987851651579,0.20026865326568377,0.5906087578440177,0.48651007028318927,0.2168083067422143,0.4981458892942583,0.9721287305166796,0.514606082227601,0.8933056115042569,0.25131997183435273
5,0.7735340820064682,0.1874379482265871,0.12112776884528687,0.12464548090792282,0.3886908600791852,0.08662557354630573,0.8010967796764525,0.6991642136919232,0.2248178837280489,0.36711553287025567,0.8131147033434617,0.7980425259633438,0.0982206096173236,0.7435294532917698,0.9203808526367777,0.9361639657241209,0.24602949366019444,0.30555033326674275,0.30310735526658894,0.8003653762002986,0.7685050647099164,0.7841165685304317,0.4116057556077156,0.6730660892281833,0.3203749549821534,0.9641445919352929,0.3376961211230557,0.257315590320247,0.018261737542772494,0.3840047679127421,0.8063823005463246,0.5636069060013005,0.32579150065909834,0.2090530848461324,0.012564095372060491,0.40980411594299637,0.3548937636499836,0.13314836570890543,0.09344517397887686,0.32501816465093925,0.14993769662006273,0.5422907393839408,0.18695201712035026,0.6849789285596519,0.1671526432302699,0.9030941289712996,0.19584015339714644,0.9719461838767616,0.8280859674214027,0.17044780240774893,0.9371713488185944,0.41534392352011995,0.9730663417619202,0.426719407673943,0.8629632701301965,0.5755633682044131,0.07476727274255146,0.7602377927890241,0.033989726227146466,0.4779367083551298,0.6887448004651118,0.832865636666405,0.23881780729461888,0.4118695305697311,0.1282751401976695,0.9379603939836348,0.6873290354734793,0.2531129878111201,0.8624240583251064,0.6188971044921032,0.9009375190226087,0.08535955409023943,0.3560702664951487,0.9222166433546851,0.6803432866820367,0.0801856475351469,0.24918634501045123,0.9364294256326258,0.5780348487796966,0.022045744292500835,0.4376297016771473,0.3344045408354369,0.552685268745741,0.7324339572193155,0.5357502870066247,0.4388188020803926,0.7631876401374666,0.043182273800672966,0.6340019283962772,0.4396105263320925,0.9500988121400821,0.7765269281764622,0.06351875175293575,0.34763622786980064,0.11915944227489239,0.4685301850832,0.9304496246321449,0.682930177672705,0.39879286044037177,0.5834358329446416,0.14075322686765868,0.9317735006998386,0.5154613889354462,0.9618889860158889,0.7525113909186667,0.5367792282907995,0.981393191526056,0.09083856239148846,0.27549218593668445,0.42378830528370515,0.05219298334181577,0.7460081500619995,0.6119683949380472,0.432771710746949,0.22960093190672426,0.6172362717647316,0.3769668796106195,0.7723106265871741,0.0903031569588203,0.1676226783387088
6,0.6478760494455239,0.6508508374096157,0.6025279251040508,0.5842365747575927,0.43238045898940025,0.7693744520576163,0.3309024810217217,0.9380580980199812,0.3342866395010837,0.13424956836223922,0.6533263173166662,0.18611003786332458,0.2831555596337165,0.35116336239423085,0.1332327857058444,0.15868459013439018,0.4172629076046487,0.7718118416492623,0.659854431705614,0.22362708229768524,0.43690719279950163,0.023647987852138064,0.055792507325787,0.3057690661495116,0.36446151864104603,0.9131026731206128,0.7467923091192067,0.9021742949214138,0.8096861873035133,0.34530318367538393,0.5519980897104249,0.8956814372441998,0.9868588822071306,0.360598408672278,0.6684963918789337,0.5286232437262137,0.02278219818149929,0.5440365616435627,0.9325392858480489,0.7440925662917985,0.028409648552912947,0.30755700750896153,0.5631790795999359,0.6812587986795141,0.02477780868975865,0.36025655129383205,0.9000818166338773,0.7053045815126663,0.7297961430695218,0.41949722981946524,0.7988472337526491,0.22809816616438083,0.8655158150970124,0.5347123395414997,0.070338372414253,0.4148373776781321,0.9291462863513579,0.2138482394076694,0.5189374692003097,0.33764408907576304,0.37349370773362267,0.6278930065014954,0.5411114255239461,0.05686933484216672,0.01792542685600984,0.484067544467498,0.7815199680176538,0.5383948701700176,0.1257354133778832,0.7210884336072486,0.1505603022986146,0.004729256967492268,0.2811662191951422,0.8160860981146473,0.5994720636206997,0.0006920394011671327,0.7699203541132242,0.14095756705343987,0.7261960913844868,0.15545524177188041,0.5836224909195499,0.8727197842637686,0.08463027805307455,0.5429137562880536,0.8809344987199691,0.7119819410931574,0.9626079341544812,0.5792114558496966,0.17895853937933048,0.6810183640256475,0.20059290701417987,0.8050198157883541,0.6327594625457195,0.29166887866831603,0.04857149467782207,0.9902921080141108,0.3086305122488505,0.3091732681787476,0.49730778752176086,0.6527297768666882,0.4199534254640679,0.668240314311332,0.13985962830988397,0.7554991661595586,0.9686896340446681,0.6267330584307872,0.5296615306009005,0.7672811964414703,0.028479313446938326,0.11186177889064441,0.7539025424833645,0.7169559042055014,0.01414519265252312,0.4428447088856672,0.2191329995794562,0.217236628277113,0.7761161344168782,0.776758104028494,0.36631658924600086,0.8750451244967268
7,0.8077904185782656,0.3622843383070863,0.9712875701512782,0.9504098334621671,0.8837947669640711,0.8082025231786942,0.004969115904303378,0.6515610240967132,0.17076895913470047,0.3205384033147902,0.6410779933064394,0.23844319952208337,0.044886133952156015,0.007499835325027404,0.11373815885410743,0.7184000089897281,0.904549620555906,0.6572219251839466,0.07215370538964128,0.35377523847402603,0.043967545843256906,0.34391852465570205,0.7129520262802985,0.06500615131281784,0.7658283316961204,0.6355697965928234,0.6220345050076145,0.124382780151304,0.8336976899379108,0.9169770275555915,0.557653562163973,0.6184283984987682,0.2684488142924294,0.22293037979381136,0.42789458018773885,0.7916870069445651,0.5930453466728137,0.173347869707686,0.44640945525204967,0.6037684169335649,0.26285414917161865,0.38937496441259345,0.790415245660122,0.7926432210186314,0.9386261723555808,0.8985725180309939,0.36008254735999656,0.8649459395464024,0.9846513079056938,0.27442221329946126,0.26171410523841643,0.2075011269134729,0.2629091864576053,0.4467431393868373,0.9139554999804517,0.3042543062647567,0.5215932091490714,0.491598814239288,0.9281350194474219,0.713347811722347,0.30403985657772636,0.502596428434622,0.46807531602681063,0.038588691614043547,0.3755910477158695,0.8621539832992023,0.3803936592176146,0.21397529237558555,0.3553025216325214,0.6083254351738927,0.7880952747236721,0.6357695331269441,0.8730803027531608,0.7418108078771869,0.8763078717849341,0.02991259365538068,0.6917464376133677,0.3838163568532643,0.5608211076926032,0.4937385704983568,0.6430455671813772,0.28049033880388574,0.3828339450524739,0.0491276615399151,0.13511799193309293,0.17219843749053243,0.6364381967821382,0.30993739067947357,0.44823484729985386,0.22940851322963296,0.5602397602958467,0.9452423813968155,0.7313261365529662,0.26363155097083857,0.3457872279215264,0.214689861241662,0.96619568690903,0.48374516550474234,0.015437693328254731,0.10940772163743684,0.7307044780902201,0.6191232301291112,0.4927208547613178,0.49272687784044444,0.3486038196676532,0.6514621613636505,0.24345205008455906,0.5492367078586228,0.3841467158943006,0.30941498569967196,0.08061383525272559,0.1488871618654387,0.7139132677800623,0.2720112929895343,0.7496196167055532,0.35793540875645813,0.502661849611438,0.25131928560970807,0.4224880548009312,0.28264440728134343
8,0.5930323449447387,0.6049987197982514,0.12801128392336225,0.5825055317104461,0.21393296644054138,0.36177717849239976,0.6811400118255773,0.5929577964625332,0.7417732319766095,0.644585985707356,0.05989376074102737,0.8880495362812323,0.9684625793480717,0.372838035667989,0.736955206083519,0.3557795215275772,0.5098905837056786,0.5238001949500305,0.6947706770515841,0.4198731665476292,0.8186133191059085,0.11067557244586612,0.8595915628025014,0.24207541976950986,0.09191406778592681,0.8312577268293604,0.48356527022831886,0.7646233088014361,0.7642351970163742,0.03580605678715365,0.025360725131502337,0.08525550029272733,0.6088231652074073,0.2900627767830226,0.5022887966434376,0.9700212840436845,0.9344999641086933,0.8670209905828554,0.13422609611007663,0.8681233845947064,0.15765469210701788,0.862734502135621,0.14036940459013914,0.40538964008359,0.85845207439999,0.727038387334864,0.5559295124971401,0.17010574758471808,0.11827429325888883,0.8002720350513451,0.7394832402237365,0.8758256216559104,0.1895605709069471,0.37314645772864574,0.12457166619468263,0.8435812398427531,0.11994301838461818,0.16774241250136857,0.07231724668646389,0.32744613498007746,0.31941402018944,0.5177932155796835,0.6804435499753048,0.17223146768915887,0.8874860178332927,0.22167910077582498,0.25776778879678963,0.08326439136921504,0.2711304764664123,0.5775060445961723,0.40357118173894646,0.08370114609604662,0.7496376019045601,0.739315677374476,0.15268798569460007,0.9504574076239392,0.5913918835438237,0.4300478167133952,0.7730727906455056,0.9698017859926136,0.03487511660317466,0.9706692394909359,0.2640026025824901,0.8262238326959893,0.3855230353372,0.21639053412146114,0.796981851342955,0.847844730258643,0.5003636931653848,0.8224755564574785,0.713493745221826,0.7460129476383657,0.7081405161153501,0.7672805906690963,0.6074483286196806,0.23919330385142878,0.507791826333803,0.9992000765787241,0.7524476309888085,0.21318967276471312,0.9432134729378194,0.018523780849306393,0.8195947964238489,0.3038851602003738,0.09538717097113958,0.49276352123782785,0.46261771954820785,0.5554580259822313,0.5115555741271705,0.13518006320284282,0.27739688872074986,0.14518848205573232,0.9603615260128904,0.7665906365265404,0.3276160509810674,0.3734737967762636,0.7245013418965086,0.25178813821941415,0.9818108833711957,0.488819103109163
9,0.10945484923066351,0.8037938305528958,0.12604366102279163,0.6707009123246962,0.6084295952988751,0.9029345746067474,0.8343830434384775,0.7156067306137044,0.6372873101294669,0.06326047721713612,0.8191875841953131,0.37622806149992505,0.1554508217064905,0.07801664208590164,0.15556000668206105,0.8420732154153242,0.7916145332613741,0.5123640585709421,0.07335626962355124,0.18544957673464357,0.24058563038843261,0.7088904637536231,0.28371889428616415,0.27317185519838083,0.38728617473315374,0.37474589761297183,0.8086105785217602,0.05574903653136143,0.20356745025601952,0.9371453852227897,0.6196817605401295,0.1626204743687263,0.2908775181005536,0.017898983069397634,0.531445986788467,0.9313199445559351,0.719699959036908,0.9855494055990224,0.3702918381470349,0.8356564982805103,0.9064833026013664,0.0872783614896554,0.28073223245989987,0.2717868330531277,0.20769662989220672,0.6676967798107364,0.046627146987806345,0.6679380964318864,0.37634155703603667,0.004785789637620441,0.0480697688625612,0.29577362222939496,0.21566968392343644,0.88969445798994,0.7581736464872842,0.9279883536064952,0.027741146162606256,0.3487289569097173,0.21217153646740883,0.11775727928907209,0.3428699672417157,0.18090150448114906,0.6111909907748723,0.6512634205305152,0.3333354352535217,0.6302994067810641,0.10230299875278592,0.09913511573757439,0.646067143947972,0.557973908015191,0.6355730282515711,0.8984388733077616,0.07909717271231054,0.25641246136731677,0.50484304791174,0.03898521968912472,0.23518630318064426,0.5173901223390505,0.8481728116974591,0.17838977881640972,0.9615671898363833,0.9232191794893589,0.7906072269878971,0.8083972020127395,0.9531743680547048,0.45364869926826545,0.9699682685886112,0.032079509177786236,0.8943189767263823,0.8258820024214014,0.6508536410914674,0.03026535026291044,0.5863383092006731,0.11234187657246619,0.7559260800983062,0.711263974386646,0.6479632049052105,0.33306181777771526,0.2764360923429505,0.02777722559517959,0.7257787356049255,0.7882355729366388,0.290276980346203,0.7345895856020416,0.5498844176840276,0.05705097844948115,0.5756478336344315,0.0726126866742739,0.3824358439135367,0.8972205735008545,0.3766254449932319,0.7694982146906507,0.43985096055730366,0.6961717518993523,0.7833461817595962,0.07873269781856862,0.6105287422374803,0.8973061045968199,0.8842711681273422,0.09239674515197427
10,0.8160252058208777,0.10489882368149728,0.6798367859455094,0.06186188736824971,0.07114901928882156,0.8888851645156269,0.33962305669131765,0.6398530810024053,0.22598881171750884,0.20729186217974205,0.19926007802539292,0.7489611432550866,0.3738129955548367,0.01595441316946733,0.630552660085951,0.05691225669184641,0.8069740425786918,0.8146136514696249,0.15796365165489967,0.3473229297694378,0.8708492965077702,0.8515065411920238,0.23615751592754441,0.011422652181517945,0.46817128981748357,0.941392774655681,0.15656293435730528,0.11776007775375119,0.5264086497012865,0.04142832228773974,0.6607994736653681,0.7953221043638249,0.6814938098383779,0.43209612424269517,0.0775332885962331,0.41265873635758343,0.12035300179641628,0.6110996599758126,0.47634714319562277,0.3132815918727554,0.9794965282476796,0.6976259982472035,0.33201522926407967,0.3244200042481383,0.7942415616628181,0.7490264402180578,0.31241244989295336,0.2094959529064444,0.7495657433579811,0.7570664365352388,0.03849057212688889,0.405603027140796,0.699139558988056,0.8481775391214373,0.12463695261727525,0.33174232239552814,0.6383491867428512,0.8536001198540314,0.8851158285845467,0.33538199023678483,0.5374117562142362,0.5051598810243807,0.315404534576747,0.3530741404528478,0.015219749276536021,0.3406818279584356,0.12050980001692047,0.38342593346824827,0.6913432936916424,0.4842431727346108,0.4869504245747478,0.9609001435357756,0.2757655484800018,0.08660886795121081,0.3622475519973357,0.9483515960466946,0.6545428362246993,0.36601233403083533,0.7057643701031725,0.12157308892965146,0.8892400001352566,0.675485265122221,0.18796548771269872,0.429186130305628,0.979208015986587,0.6391444881119587,0.2627994959565503,0.05549091926200811,0.3823653700681814,0.19001719918454352,0.43705243174392583,0.39250009437522526,0.6813567612510978,0.11675503361067652,0.9920996365235978,0.7271353772626706,0.589413281252269,0.017499808346948975,0.1373218847993387,0.12051072249359274,0.9483781002211921,0.01168748331757996,0.9188270272681309,0.9156655180829582,0.21859480142977072,0.5486682714207168,0.07387200120594872,0.9534820811994599,0.13399243151968365,0.7154204697916265,0.4153379810520249,0.5925240366282948,0.5134799207158607,0.10572713050451166,0.6099937796462135,0.22586445709961478,0.4093799685404731,0.7243197119130758,0.6877384505496782,0.4279150766438993
